logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_id,Category
0.513528776,0.534099746,9.324923921,0.000203852,0.001114658,0.065253079,g4505.t1,None
-0.574400551,1.198228787,-2.960832751,0.030376287,0.056720454,-5.734774171,g11118.t1,None
0.847186177,0.784078274,6.05255835,0.001601311,0.005401438,-2.358174028,g4070.t2,None
-0.739572848,1.568405111,-2.762492729,0.038481939,0.068843234,-5.996249096,g8064.t1,None
-0.022979827,0.02429354,-0.851846819,0.432123434,0.51071954,-8.385026887,g10337.t1,None
0.064913271,0.064097327,2.24746242,0.072970894,0.116585449,-6.689248074,g9227.t1,None
0.198085918,0.173611051,2.864618878,0.034044155,0.062169799,-5.861097187,g1455.t1,None
0.217300187,0.238580236,4.650771949,0.005179616,0.013534669,-3.723919991,g3343.t2,None
0.235163505,0.187363918,5.843460281,0.001881333,0.006105589,-2.546549379,g14010.t1,None
-0.015752844,0.109670649,-0.496996986,0.639683623,0.702889368,-8.646251706,g9428.t1,None
0.118741976,0.24513024,3.382307332,0.018752092,0.038163372,-5.194834288,g6683.t1,None
0.073952688,0.77297857,0.870886206,0.422553881,0.501984251,-8.367913295,g453.t1,None
0.07571373,0.077384315,2.057141519,0.093147413,0.142934382,-6.946560415,g10680.t2,None
0.049906821,0.04659844,1.868141649,0.119015791,0.17509653,-7.19976018,g2118.t1,None
0.032440963,0.527092755,0.404603859,0.702030222,0.756603385,-8.694073536,g6229.t1,None
0.01686201,0.046173724,0.550735846,0.604857893,0.671022416,-8.614345144,g12973.t1,None
0.308683419,0.375022139,3.889891218,0.010886567,0.02454484,-4.577635404,g7222.t1,None
0.033972803,0.245947214,0.66185492,0.536532705,0.608584552,-8.539307665,g3933.t1,None
-0.083603011,1.848388182,-0.390401168,0.711870115,0.765203918,-8.700613243,g13426.t1,None
-0.782886966,2.979532167,-8.377778714,0.000343598,0.001652028,-0.550311851,g10061.t1,None
0.196638437,0.160991791,6.964820651,0.000831946,0.003262374,-1.590684968,g6684.t1,None
-0.016430029,0.635379501,-0.105821051,0.919723774,0.93870815,-8.783600483,g4011.t1,None
-0.083072604,0.115670359,-1.489740743,0.194819488,0.263812332,-7.688714492,g6206.t1,None
0.175852947,0.267537823,3.673289036,0.013662567,0.029660154,-4.836375356,g11543.t1,None
0.020022288,2.843543823,0.055497409,0.957831521,0.96850772,-8.788440041,g13345.t1,None
4.501738492,3.318819269,46.558452,5.84119869070036e-08,5.90910411457312e-06,9.514662651,g13112.t1,Upregulated
0.188911762,0.159899424,3.497692097,0.016512998,0.034360394,-5.051225292,g8405.t1,None
1.660665173,3.622671573,22.40610146,2.48025719668192e-06,4.98691852756934e-05,5.254778445,g4548.t1,Upregulated
0.338758935,0.428962417,8.63033652,0.000297467,0.001483601,-0.380402267,g13318.t1,None
3.638349958,2.477528196,33.67247154,3.08339392759781e-07,1.45589268196125e-05,7.659485303,g859.t1,Upregulated
-2.007707487,3.650509058,-13.82167248,2.87765652332685e-05,0.000260628,2.376092058,g7766.t1,Downregulated
1.315426392,1.023804911,10.47411358,0.000114991,0.000723149,0.74095169,g9445.t1,Upregulated
-1.210819648,2.063569314,-5.93588927,0.001751014,0.005765485,-2.462668445,g11641.t1,Downregulated
2.52598364,1.632250437,21.45907269,3.09164529314492e-06,5.70814830485939e-05,4.997553242,g10546.t1,Upregulated
0.705318481,1.033353962,11.67591048,6.70235895799592e-05,0.000485037,1.37825296,g3836.t1,None
-0.284054695,1.986163838,-0.951673423,0.383766388,0.464478561,-8.292242607,g8979.t1,None
0.021954395,0.040406555,0.877086475,0.419472862,0.499276308,-8.362279404,g523.t1,None
0.050433639,0.106834079,1.240538024,0.268306944,0.345019879,-7.986497932,g11806.t1,None
-0.113382808,0.455847974,-1.545000262,0.181331352,0.248639098,-7.619547762,g3198.t1,None
0.097791589,0.119958957,3.234819691,0.022129491,0.04367144,-5.381118559,g9024.t1,None
0.255194479,0.258316627,6.896791932,0.000871388,0.003368879,-1.645070445,g7603.t1,None
2.554813793,1.667833694,31.18599774,4.56933660569277e-07,1.83426226599952e-05,7.210974906,g12643.t1,Upregulated
0.436946907,0.22610622,7.4078478,0.000620857,0.002615316,-1.246768226,g5055.t1,None
2.176962499,5.138264808,20.43643085,3.96543429847568e-06,6.77830393957542e-05,4.706485433,g12791.t1,Upregulated
-3.017045423,1.756938419,-7.764611873,0.000495749,0.002194674,-0.982038352,g11804.t2,Downregulated
-0.357358414,1.779334414,-2.262906434,0.07155039,0.114802644,-6.668332412,g4625.t1,None
0.23303813,5.243872862,1.443677308,0.206793671,0.277257057,-7.745601138,g4013.t1,None
-0.289476926,0.412596431,-2.132632715,0.084518187,0.131728089,-6.844649689,g4718.t1,None
-0.185088207,0.1257388,-3.267276885,0.021331204,0.042407847,-5.339867363,g10280.t1,None
-0.612752473,5.477173075,-2.553904506,0.049657598,0.085185405,-6.275162513,g9072.t1,None
0.072277715,0.180099594,0.466570138,0.659883616,0.720208331,-8.662998018,g12398.t1,None
-1.103756975,3.700542226,-4.82944797,0.00440155,0.01189265,-3.535571826,g3239.t1,Downregulated
1.454752189,1.371736508,24.00920375,1.74271146273423e-06,4.08916064402467e-05,5.665821671,g5387.t1,Upregulated
1.429632536,9.987786302,18.35600602,6.84819008578152e-06,9.57870971416988e-05,4.066019325,g12346.t1,Upregulated
0.046530129,0.113879228,0.905784277,0.405438405,0.486112589,-8.335821055,g8195.t1,None
0.040575453,0.062182875,1.515800794,0.188342237,0.256488288,-7.656215858,g8160.t1,None
0.024589931,0.29564398,0.583804239,0.583991904,0.65246031,-8.593267063,g979.t1,None
-1.892864415,3.320718504,-9.275696469,0.000209209,0.001135859,0.034657501,g2732.t1,Downregulated
-1.008364903,12.42798395,-20.03843118,4.38330004100331e-06,7.21649299509905e-05,4.589196763,g13453.t1,Downregulated
4.943694137,3.907855936,28.79418872,6.87731466434213e-07,2.34418764046999e-05,6.741808951,g12500.t1,Upregulated
0.427053806,0.89222957,3.760256315,0.012460903,0.027449725,-4.731650008,g6520.t1,None
0.810338379,3.517118393,1.971135864,0.104110424,0.15679166,-7.062212139,g9471.t1,None
2.034378279,4.000038871,7.489534419,0.000589201,0.002515368,-1.18522444,g1556.t1,Upregulated
0.018917312,0.026418795,0.724067039,0.500576133,0.574530547,-8.492235174,g8997.t1,None
-2.095343201,3.254136509,-6.669002507,0.00102045,0.003799621,-1.830381684,g1555.t1,Downregulated
0.360826127,4.756281146,0.984298303,0.368930967,0.448975776,-8.260344937,g8465.t1,None
0.03895986,0.052545267,1.102645977,0.319030182,0.398044913,-8.138696977,g12829.t1,None
0.022512987,0.024334953,0.927683449,0.394978264,0.475650107,-8.315216177,g12338.t1,None
0.590641257,2.154697796,2.062920495,0.092455302,0.14204261,-6.938770003,g13417.t1,None
-0.290284829,0.871626458,-1.250389768,0.26497356,0.341410971,-7.97524065,g7955.t1,None
0.106403511,0.300173286,1.636663818,0.160933897,0.22430673,-7.502848881,g2142.t1,None
-0.195612012,0.458060683,-1.66198585,0.155708285,0.218292582,-7.470226091,g14059.t1,None
0.609976002,1.009252325,3.409319975,0.018198655,0.037201332,-5.16104408,g10662.t1,None
0.66812075,1.581260355,8.957926273,0.000248092,0.001284612,-0.1664015,g5653.t1,None
1.30761929,0.660482512,28.17082044,7.69303163171184e-07,2.51080502631592e-05,6.612720819,g10359.t1,Upregulated
0.119026111,0.638854839,0.882388476,0.416851976,0.497004203,-8.357438282,g5181.t1,None
0.033357112,0.042339527,1.192008874,0.285281703,0.363335231,-8.041234991,g1879.t1,None
0.429689921,0.671440021,3.970583701,0.010021673,0.022977054,-4.483035595,g12339.t1,None
0.180877053,0.3066202,2.513514652,0.052206953,0.08881812,-6.329528621,g4640.t1,None
1.467754704,3.081240726,7.220986085,0.000701126,0.002866312,-1.389703269,g10342.t1,Upregulated
-0.010469716,0.020513723,-0.406579957,0.700666274,0.755628207,-8.693146241,g9319.t1,None
0.309288376,0.32424194,5.861560395,0.001854943,0.006040487,-2.530045896,g12236.t1,None
0.301263568,4.075627885,2.007100745,0.099371303,0.150619232,-7.013922099,g1448.t1,None
-0.170737475,0.446564066,-4.223600889,0.00777949,0.018695767,-4.192712119,g11526.t1,None
0.222185475,0.396018664,4.676428748,0.005058643,0.013278793,-3.696598922,g4537.t1,None
-0.067732425,1.988567804,-0.264113012,0.801939053,0.842910303,-8.748915804,g4555.t1,None
0.146502371,0.09362091,4.861343361,0.00427737,0.011603386,-3.50241696,g2020.t2,None
-0.251074036,5.749069826,-2.3109266,0.067318809,0.109021648,-6.603301416,g12429.t1,None
-0.065605735,5.507917422,-0.371979453,0.724727336,0.776127871,-8.708767001,g10033.t1,None
0.14379608,0.134131813,3.618990204,0.014479556,0.031082348,-4.902329322,g5478.t1,None
1.041935512,3.409087685,7.855165529,0.000468893,0.002105267,-0.916481961,g623.t1,Upregulated
-0.091633409,0.565881452,-1.198974292,0.282787962,0.360637604,-8.033453458,g4624.t1,None
-0.385729715,0.49385519,-1.627104186,0.162951387,0.226816834,-7.515123889,g11661.t1,None
0.031395579,0.262149866,0.724646344,0.500249304,0.574212637,-8.491780512,g2919.t1,None
0.029795343,0.023982704,1.235566982,0.270003201,0.346944778,-7.992159956,g11186.t1,None
0.624699809,0.549944381,5.175068522,0.003250052,0.009403277,-3.183649385,g11894.t1,None
-0.754215162,1.38118816,-4.15846148,0.008296148,0.019638364,-4.266545493,g780.t2,None
0.074051708,0.118230333,2.463723039,0.055546904,0.093288029,-6.396671698,g9836.t1,None
-0.150885719,0.126049295,-2.69963443,0.041528138,0.073302541,-6.079928519,g14121.t1,None
1.27548888,2.430464728,9.127155826,0.000226411,0.0011993,-0.058550455,g9298.t1,Upregulated
-0.006764866,1.298089972,-0.060772488,0.953829001,0.965392596,-8.788074141,g9505.t1,None
0.113892482,0.157401457,3.629794132,0.01431267,0.030810214,-4.889171715,g13904.t1,None
-0.428446568,1.435841084,-1.323141865,0.241497781,0.315811116,-7.890683611,g8204.t1,None
-0.028660824,0.230981833,-0.809900013,0.45378469,0.530712964,-8.421715714,g4840.t1,None
-0.017813914,0.972159608,-0.122261448,0.907320977,0.929663201,-8.781367662,g3085.t1,None
-0.349990716,0.370397596,-3.932543857,0.010419208,0.023681139,-4.52751028,g834.t1,None
-0.121389115,0.101776558,-4.869975754,0.004244463,0.011535847,-3.493467771,g5967.t1,None
-0.006712277,0.093982013,-0.22392662,0.831429161,0.868361469,-8.760489115,g9614.t2,None
0.386498568,1.117914984,1.996752021,0.100711579,0.152370073,-7.027828892,g8080.t1,None
-0.068148178,0.069171868,-2.792212302,0.037127998,0.066877996,-5.956812159,g13683.t1,None
-0.004792195,0.173227981,-0.082530202,0.937337741,0.952067124,-8.786214727,g1644.t1,None
-1.830421291,2.057568418,-11.28575201,7.93904678298756e-05,0.00054639,1.178332516,g6388.t1,Downregulated
-1.817326134,1.19036966,-7.107502304,0.000755846,0.003037355,-1.478007615,g4845.t1,Downregulated
0.485915273,0.545103486,8.673906039,0.00029027,0.001459077,-0.351531768,g13953.t1,None
0.207929546,0.181871673,3.302102699,0.020510464,0.041117288,-5.295765123,g8305.t1,None
-0.005659548,0.09417342,-0.171871882,0.870089843,0.900546267,-8.772694123,g4106.t1,None
0.585962242,5.959985604,3.243487636,0.021913066,0.04337063,-5.370088185,g4741.t1,None
-0.778629692,1.177256597,-4.498665069,0.005969502,0.015145262,-3.887817956,g4250.t1,None
0.309014523,0.293378054,7.425071476,0.000614018,0.002596002,-1.233744719,g11470.t1,None
0.390014775,0.365274224,10.57706776,0.000109554,0.000698574,0.798134919,g6756.t1,None
0.036738189,0.109401217,1.097438073,0.321099364,0.400279785,-8.144235064,g1988.t1,None
-0.095258308,0.11216491,-1.639727355,0.160292587,0.223710587,-7.498910348,g3551.t1,None
-0.903402692,2.030473535,-15.16494056,1.80267682757243e-05,0.00019124,2.927490448,g13010.t1,None
-0.838748761,0.641584695,-7.126955209,0.000746118,0.003015636,-1.462788991,g13703.t1,None
0.797159014,1.460779658,12.21527915,5.34897602509333e-05,0.000410837,1.644530842,g6637.t1,None
0.001291251,0.018831771,0.052409804,0.96017493,0.970110968,-8.788638823,g12754.t1,None
-0.26593955,0.823005921,-2.387566666,0.061110304,0.100492694,-6.49957521,g8955.t1,None
0.83074796,6.844436676,7.575309254,0.000557989,0.002409517,-1.121202185,g3724.t1,None
0.012448976,0.128240923,0.319236159,0.762093646,0.80914947,-8.730034424,g764.t1,None
0.758391229,0.559393897,18.74313136,6.15880708118784e-06,8.94774481492624e-05,4.190544298,g13454.t1,None
0.272493096,0.338788226,7.933778248,0.000446962,0.002027341,-0.860089809,g7741.t1,None
-0.050213319,0.077910818,-1.76076857,0.136887319,0.196422818,-7.341603545,g12662.t1,None
0.918515028,0.853844146,11.39468357,7.5683219751158e-05,0.000527174,1.234792927,g9579.t1,None
0.415297167,3.225241822,4.974973734,0.00386684,0.010755641,-3.385431553,g13143.t1,None
0.021561037,0.051627392,0.749908174,0.486142184,0.560757319,-8.471667792,g1442.t1,None
0.073923249,0.045691323,3.00598939,0.028807914,0.054280284,-5.675848527,g7042.t1,None
-0.5512035,0.407042824,-14.16332585,2.54471452707017e-05,0.000241298,2.52110834,g8380.t1,None
0.123302803,0.203722051,3.561362364,0.015407914,0.032661375,-4.972801048,g13337.t1,None
0.091681936,0.123560552,3.283587183,0.020942308,0.041786686,-5.319191898,g8273.t1,None
0.05193785,1.367894079,0.188697088,0.857543015,0.890308468,-8.769095298,g404.t1,None
-0.305712648,1.177532152,-2.28744613,0.069353544,0.11177755,-6.635098272,g9444.t1,None
2.533224087,6.55907068,17.35775377,9.09721379077055e-06,0.000115556,3.732413032,g12317.t1,Upregulated
2.668183137,7.833034668,14.75328935,2.07141755632238e-05,0.000210634,2.763726456,g5691.t1,Upregulated
0.196821388,0.154076918,2.46932967,0.05515951,0.092759117,-6.389105202,g6593.t1,None
0.478431488,0.319491792,13.97244907,2.72470196047295e-05,0.000252265,2.440511834,g6059.t1,None
-1.447254045,5.105728294,-6.908115446,0.000864673,0.003351916,-1.635987812,g7287.t1,Downregulated
1.374214245,6.055285671,11.9116263,6.06604780082093e-05,0.000448886,1.496019102,g4688.t1,Upregulated
1.200874861,0.879722875,14.61433561,2.17272409640124e-05,0.000217669,2.707441825,g10942.t1,Upregulated
-0.35385294,0.484870872,-5.780125334,0.0019772,0.006361164,-2.604596834,g9039.t1,None
-0.733383076,0.544651323,-8.291034886,0.00036136,0.001722479,-0.609699601,g738.t1,None
-0.093250241,0.297536197,-1.8941083,0.115062524,0.170412051,-7.165200552,g4953.t1,None
-2.40037668,2.106929841,-7.850658591,0.000470188,0.002108617,-0.919729529,g1262.t1,Downregulated
0.839194114,1.002531955,5.576679676,0.002326168,0.007217825,-2.79426548,g3431.t1,None
0.034249353,0.0317995,1.398028338,0.219346982,0.291274387,-7.801222493,g11943.t1,None
0.419889321,0.683213262,2.394884568,0.060550489,0.099814306,-6.489678311,g12675.t1,None
-0.482680957,7.676162979,-2.467867408,0.055260263,0.092914987,-6.391078475,g5049.t1,None
0.134044826,0.324000651,1.52270807,0.186660497,0.254814588,-7.647565616,g4886.t1,None
0.197539643,0.173773639,5.346809472,0.002810531,0.008410423,-3.014640986,g7577.t1,None
0.001662528,0.05306861,0.065953593,0.949899273,0.962175973,-8.787682489,g6839.t1,None
0.240302839,0.26260213,5.564497931,0.002349253,0.007271829,-2.805780268,g3929.t2,None
1.213944242,1.123637373,12.32724869,5.11030480293934e-05,0.000396374,1.698413799,g14184.t1,Upregulated
-1.414172041,2.503867691,-4.15983969,0.008284816,0.01961557,-4.264976819,g8256.t2,Downregulated
0.280136247,0.578232997,5.743863503,0.002034658,0.006498872,-2.638042548,g8152.t1,None
0.017867284,0.846007837,0.108596567,0.917627984,0.936901099,-8.783246007,g5221.t1,None
-3.290693918,4.427254143,-49.37892645,4.3174793889851e-08,5.2596371182095e-06,9.842212344,g3569.t1,Downregulated
0.39924456,4.503381932,0.728028755,0.498344003,0.572767484,-8.489119946,g4002.t2,None
-0.153547377,0.153283428,-2.240713323,0.073601055,0.117461941,-6.69838795,g1345.t1,None
-0.570573443,0.476611749,-6.941517768,0.000845216,0.003293111,-1.609265739,g11901.t1,None
-0.079560433,2.867910934,-0.347257059,0.742142971,0.791687886,-8.719121423,g7768.t1,None
1.853702133,6.418178949,10.62412429,0.00010717,0.000688163,0.824100642,g8732.t1,Upregulated
0.004109409,0.037424786,0.166226582,0.874309503,0.903525648,-8.773827245,g10836.t1,None
-0.647858604,0.579187156,-12.74606143,4.32290071301505e-05,0.000349129,1.895923123,g2551.t1,None
0.097328158,0.088204536,2.851229963,0.03459238,0.063000127,-5.878755631,g11583.t1,None
0.098120657,0.116974184,3.199629588,0.023033121,0.045097689,-5.426002951,g8518.t1,None
0.236813033,0.289666302,4.615854155,0.005349675,0.013890828,-3.761252583,g11967.t1,None
-0.096385602,0.786441997,-0.49617683,0.640223648,0.703253897,-8.646715742,Mtet_Mt_nad7,None
-0.179491213,0.992395452,-1.126281131,0.309782976,0.388908104,-8.11336151,g2995.t1,None
0.205023512,0.748764005,2.261967067,0.071635945,0.11489875,-6.669604605,g12334.t1,None
0.156476613,0.208556564,4.725764489,0.004835094,0.012785911,-3.64432371,g494.t1,None
0.940865472,3.150880842,3.463143416,0.017150043,0.035473186,-5.094025231,g13294.t1,None
0.145875511,0.265696209,2.552485603,0.049744827,0.085284249,-6.277070751,g6989.t1,None
-1.349991799,2.139008826,-3.893516229,0.010845927,0.024477165,-4.573364736,g3941.t1,Downregulated
-0.736922421,0.415651353,-4.174015918,0.008169282,0.019409836,-4.248857861,g1247.t1,None
0.1185155,0.234420784,3.549446955,0.015608184,0.032946481,-4.987432723,g7460.t1,None
-0.553657558,0.464768232,-6.551725982,0.001108808,0.004040032,-1.927766602,g5029.t1,None
0.098955739,0.109567446,2.884096507,0.033263708,0.06098523,-5.835442315,g2644.t1,None
1.141202807,4.937819847,7.597681103,0.000550172,0.002382905,-1.104603959,g11992.t1,Upregulated
-0.208453503,0.684937251,-1.504328965,0.19116764,0.25975261,-7.67054906,g1088.t1,None
-0.11566195,0.105172253,-1.492402112,0.194148315,0.263058066,-7.685405729,g9772.t1,None
-0.785558137,1.933897781,-5.011051371,0.0037462,0.010477665,-3.348654997,g13307.t1,None
-0.475802179,0.536051217,-5.076451127,0.003538483,0.010036156,-3.282433297,g5450.t1,None
0.356058412,3.808378814,2.390420533,0.060891325,0.100232742,-6.495715384,g14063.t1,None
-0.135661904,0.324845155,-1.292248383,0.251224351,0.326602995,-7.926888924,g13863.t1,None
0.045879317,1.054634755,0.205665023,0.844937517,0.880235567,-8.765130676,g2983.t1,None
0.12264803,0.307468835,2.692978015,0.041865918,0.073805505,-6.088810128,g7586.t1,None
-0.502140564,2.640646941,-4.001799741,0.009708387,0.022356652,-4.446700646,g14112.t1,None
1.781732085,1.595185016,15.85519525,1.43938664516937e-05,0.000162103,3.192581435,g6932.t1,Upregulated
-0.405734674,2.488314785,-2.506323849,0.052675554,0.089361339,-6.33921743,g1415.t1,None
0.428351725,0.351274703,5.148598598,0.003324693,0.009571162,-3.210038288,g7095.t1,None
0.191525839,0.707298104,1.922548055,0.110886915,0.165375812,-7.127252546,g12029.t1,None
0.105773633,0.113433359,3.192126621,0.023231096,0.045409817,-5.435594153,g643.t1,None
0.216470891,0.12290623,8.155052924,0.00039144,0.001825822,-0.703889497,g4679.t1,None
0.103965926,0.424566312,1.859916654,0.120296748,0.176687766,-7.210688186,g3696.t1,None
0.108901816,0.981853653,1.076757643,0.329429589,0.408806365,-8.166064818,g6596.t1,None
2.158251441,1.684548224,13.86734107,2.83027377334867e-05,0.000258585,2.395675403,Mtet_Pt_atpI,Upregulated
3.354577722,2.291661889,31.81330547,4.12586876389443e-07,1.76052348254917e-05,7.327671591,g4643.t1,Upregulated
-0.526577617,0.425034302,-3.644871503,0.014083412,0.030407608,-4.870838412,g428.t1,None
-2.525036007,3.129403246,-7.665989908,0.00052709,0.002300228,-1.054177348,g5987.t1,Downregulated
-0.30525553,1.084497593,-1.665581443,0.154980019,0.217534698,-7.465581453,g3492.t1,None
0.154617605,0.208715878,4.346999633,0.006898889,0.016972474,-4.054561942,g8967.t2,None
-0.038832744,0.039514845,-1.158411819,0.297584785,0.376341856,-8.078402388,g3860.t1,None
-0.024488152,0.029177627,-0.940112971,0.389137081,0.469695999,-8.303365038,g2394.t1,None
0.881772856,1.119564862,8.600645193,0.000302493,0.001499577,-0.400150003,g12079.t1,None
-0.11693082,0.328580527,-1.692023108,0.149727278,0.211579537,-7.431334506,g6693.t1,None
1.423166876,1.992462635,6.107427325,0.001536121,0.005228259,-2.309556008,g6626.t1,Upregulated
0.034137733,0.050099777,1.047757361,0.34141936,0.421370374,-8.196231409,g875.t1,None
-0.038254178,0.248901767,-0.285253958,0.786569068,0.829327558,-8.742082826,g3141.t1,None
-0.686078254,12.61773593,-5.713673137,0.002083989,0.006619696,-2.666006592,g10949.t1,None
0.521674674,0.575363068,8.672827104,0.000290446,0.001459324,-0.352245164,g5910.t1,None
-0.189939508,2.222223368,-0.726426792,0.499245751,0.573346322,-8.490381289,g13923.t1,None
1.48492565,3.750648582,9.680887825,0.000169604,0.000961754,0.282269834,g6825.t1,Upregulated
0.017220656,0.044955817,0.669505705,0.532019834,0.604358165,-8.53370893,g3373.t1,None
-0.000260056,0.031347065,-0.009577051,0.992718762,0.994099336,-8.790223377,g111.t1,None
0.323601137,0.212987011,10.83586023,9.71789669072494e-05,0.000638676,0.939637496,g2199.t1,None
1.297853714,2.300052804,7.74546857,0.000501657,0.002216099,-0.995980202,g4628.t1,Upregulated
0.470722895,0.595530441,8.794211239,0.000271443,0.001384371,-0.272470883,g6205.t1,None
-0.054028384,0.334278161,-0.923674246,0.396877144,0.477537502,-8.319014838,g9932.t1,None
0.867470491,8.407884094,8.260148105,0.000367946,0.001747363,-0.630975876,g10087.t1,None
-0.282433956,0.541929612,-2.945319535,0.030936812,0.057589758,-5.755072216,g720.t1,None
-0.55031469,0.425382701,-8.352234195,0.000348719,0.001670517,-0.567744812,g8958.t1,None
0.981395989,0.595854051,19.84071138,4.61032809547842e-06,7.46005477359647e-05,4.530052043,Mtet_Pt_ycf1,None
-0.368811854,0.947846325,-1.619417434,0.164591669,0.228823534,-7.524977298,g1827.t1,None
0.569984334,0.330002074,11.50408046,7.21652356037847e-05,0.000508511,1.290988835,g3792.t2,None
-0.432765548,2.48922881,-2.38820577,0.061061192,0.100426265,-6.498710806,g1429.t1,None
-0.335261624,1.304688045,-4.52344595,0.005831797,0.014874503,-3.860890122,g6662.t1,None
0.240016178,0.718500012,2.082134391,0.090192589,0.139029812,-6.912854016,g10925.t1,None
0.548698511,0.657535674,7.094068744,0.00076265,0.003056172,-1.488537053,g6744.t1,None
4.984033269,9.744600802,18.23701364,7.07831298286456e-06,9.75650852384513e-05,4.027215566,g13587.t1,Upregulated
-0.609132585,3.246365408,-2.133620537,0.084411004,0.13161445,-6.843314385,g6490.t1,None
0.717808268,0.548476224,9.235639925,0.00021369,0.001156376,0.009654386,g338.t1,None
-1.838839963,4.399011336,-8.199746583,0.000381238,0.001792753,-0.672783021,g11150.t1,Downregulated
-0.911375661,2.926619002,-2.338414705,0.065017583,0.105965139,-6.566085385,g8473.t1,None
0.072924806,0.058120175,2.405935062,0.059715568,0.098663855,-6.474736512,g13217.t1,None
0.058061131,0.054510238,2.397807839,0.060328406,0.099533662,-6.485725267,g5798.t1,None
0.26399089,0.589036446,5.612095236,0.002260544,0.007047708,-2.760891381,g1685.t1,None
-0.324527716,3.252271497,-1.700693624,0.148043704,0.209714928,-7.420070795,g604.t1,None
1.028656436,0.900921744,25.14036829,1.37728547746126e-06,3.57232684793765e-05,5.939175428,g13408.t1,Upregulated
-2.743412058,4.333311313,-7.094564128,0.000762398,0.003056172,-1.488148473,g2749.t1,Downregulated
-1.171513599,1.143884937,-2.45489874,0.056162597,0.094062434,-6.408583506,g262.t1,None
0.478866129,0.34604374,9.354096141,0.000200755,0.00110138,0.083315841,g11955.t1,None
-0.073392071,0.080969093,-3.004216541,0.028867761,0.054361798,-5.678157419,g8534.t1,None
-0.228149762,0.350566895,-2.373280483,0.062219293,0.102010599,-6.518900578,g6672.t1,None
2.312657194,2.077282168,20.51696201,3.88676098947111e-06,6.71354922933983e-05,4.729936469,Mtet_Pt_chlB,Upregulated
-0.160326277,1.47165756,-0.583511703,0.584174554,0.65260109,-8.593458264,g13876.t1,None
0.583671716,6.225182889,1.896388784,0.114721822,0.16999487,-7.162161253,g10415.t1,None
0.006055583,0.075004567,0.163017787,0.87671007,0.905514107,-8.774454625,g11310.t1,None
-0.044260562,0.144225906,-1.129227964,0.308646422,0.387819328,-8.110179799,g9249.t1,None
0.001496781,1.736055998,0.006509672,0.99505078,0.996088282,-8.790252834,g7601.t1,None
0.070006432,0.246247618,1.672237149,0.153640848,0.216023458,-7.45697598,g5428.t1,None
-0.985632601,1.739859188,-4.851118152,0.004316732,0.011696396,-3.513030677,g2252.t1,None
-0.117675769,0.302259586,-1.284962443,0.253569911,0.329082007,-7.935364406,g10857.t1,None
1.789743858,1.415078484,37.42493951,1.79301654654387e-07,1.0380574689815e-05,8.272276259,g4729.t1,Upregulated
1.371818921,6.791482119,6.622267374,0.001054632,0.003893115,-1.869025858,g4857.t1,Upregulated
0.234884428,0.236420114,6.907363312,0.000865117,0.003352509,-1.636590728,g3904.t1,None
0.422724306,4.963786533,1.174975472,0.291462088,0.369775875,-8.060155141,g9751.t1,None
-0.896883386,1.520227945,-5.438305423,0.002604833,0.007924553,-2.926136218,g5632.t1,None
-0.295016664,1.494327441,-1.611348256,0.166331027,0.230935137,-7.535304588,g3291.t1,None
-0.003699353,0.121069847,-0.129391876,0.901950701,0.925652417,-8.780299751,g8337.t1,None
0.104699496,0.08110472,2.523584966,0.05155829,0.087831297,-6.315964779,g10757.t1,None
-0.678285562,0.536715397,-4.739452308,0.004775115,0.012673139,-3.629880917,g1749.t2,None
0.053390369,0.044255698,1.948460924,0.107218046,0.160610988,-7.092595757,g2143.t1,None
-0.416511083,1.087427586,-2.129171774,0.084894846,0.132136385,-6.849327767,g10284.t1,None
-0.192571128,0.184553425,-2.161872299,0.081405404,0.127723228,-6.805109797,g7202.t1,None
1.665035418,0.903842946,43.04134913,8.74509799122484e-08,7.35418058079572e-06,9.072150726,g8014.t1,Upregulated
-0.455084376,2.032352362,-1.957674352,0.105943934,0.159012515,-7.080256263,g13091.t1,None
-0.096958647,0.119928802,-3.36750925,0.019063313,0.038728342,-5.213388872,g1972.t1,None
0.266459065,7.713046586,3.774144132,0.012280379,0.027140273,-4.715030487,g3583.t1,None
-0.101531212,0.06867545,-2.62739824,0.045359507,0.079024177,-6.176505788,g11299.t1,None
0.708083027,0.715809709,7.395285768,0.000625901,0.002626724,-1.256282801,g12081.t1,None
-1.42144178,5.61978612,-6.348691728,0.001283979,0.004533473,-2.099659493,g11588.t1,Downregulated
3.902295046,3.870186855,26.00561761,1.15841351733906e-06,3.20328203406491e-05,6.139790039,g9775.t1,Upregulated
0.539819167,1.324978885,2.562040389,0.049160632,0.084471236,-6.264223248,g7543.t1,None
0.084293823,0.058059489,2.827906656,0.03557084,0.064476344,-5.909560856,g9890.t1,None
-0.278318643,0.242022558,-3.655016411,0.013931504,0.030143296,-4.858521597,g8893.t1,None
-0.150875689,0.287213739,-1.545411626,0.18123441,0.248544504,-7.619029326,g8629.t1,None
0.390518852,0.35303295,7.020304304,0.000801328,0.003176378,-1.546647125,g1775.t1,None
0.28490337,0.308943969,4.914987714,0.004077563,0.011203815,-3.446969387,g7848.t1,None
0.268764268,0.368493119,4.922279493,0.004051248,0.011152791,-3.439462866,g2188.t1,None
