logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_id,Category
-0.027512495,0.175025796,-0.415301427,0.694661718,0.75062818,-8.689003091,g406.t1,None
0.184568371,0.143824527,5.484875536,0.002506906,0.007669163,-2.881490992,g2150.t1,None
0.172410095,0.407164745,2.428130878,0.058075798,0.096483137,-6.444737217,g8992.t1,None
-0.182927172,0.299045705,-2.495182395,0.05341064,0.090322173,-6.354234747,g10932.t1,None
-0.928986179,1.740121262,-2.933517766,0.03137093,0.058247298,-5.770532419,g10835.t1,None
-0.906066321,0.60420273,-3.593534558,0.014881574,0.03177954,-4.933398417,g9439.t1,None
0.378872782,0.351681804,9.137665652,0.00022514,0.001194765,-0.051911303,g7900.t1,None
-0.159019682,0.306179097,-2.591651062,0.047397129,0.08201597,-6.224445908,g5281.t1,None
0.734716447,2.020612654,6.842931216,0.000904182,0.003464277,-1.688438029,g13827.t2,None
0.125113104,0.11637469,4.370331921,0.006745597,0.016670105,-4.028691896,g7630.t1,None
0.095382233,0.062026286,3.445893134,0.017478497,0.036003891,-5.115459574,g2197.t1,None
0.172504632,0.641844624,1.40050806,0.218647017,0.290545823,-7.798221328,g13794.t1,None
-0.397669336,2.688846642,-2.746486993,0.039233572,0.069927288,-6.017522706,g10070.t1,None
0.964509464,0.709258128,25.01621894,1.41259305901531e-06,3.60054969754765e-05,5.909802949,g6227.t1,None
0.02842002,0.102678574,1.082960188,0.326912051,0.406251077,-8.159544928,g3249.t1,None
0.472975518,3.227996375,1.475721067,0.198391979,0.267737377,-7.706105498,g12176.t1,None
-0.052584704,0.102822921,-1.435241419,0.209061135,0.279711222,-7.7559382,g14210.t1,None
0.701104672,11.17468016,9.015413827,0.000240462,0.001254123,-0.129562822,g12862.t1,None
-0.197814183,0.888378177,-2.902056758,0.032561587,0.05999393,-5.811822243,g11686.t1,None
0.587235219,0.490548736,7.868069645,0.000465207,0.00209198,-0.907192394,g12404.t1,None
0.10888316,0.281821517,2.252095756,0.072541606,0.116028531,-6.68297329,g9656.t1,None
-0.079131247,0.285139856,-0.44696878,0.673073032,0.732106723,-8.673271154,g5335.t1,None
-0.883653817,1.31313885,-2.289330067,0.069187889,0.111593683,-6.632546931,g1290.t1,None
-0.139294921,0.25985385,-1.939402489,0.108486146,0.162278484,-7.104719092,g46.t1,None
0.070247844,0.061232927,2.480953843,0.054365611,0.091651478,-6.373422343,g2105.t1,None
-0.291069558,2.176833998,-1.04861908,0.341057868,0.421149807,-8.195342678,g5790.t1,None
-0.376474823,0.48897703,-6.448707353,0.001193919,0.004281088,-2.014454476,g4104.t1,None
-1.207612073,0.666767575,-6.322027489,0.00130932,0.004594785,-2.12255153,g9338.t1,Downregulated
-0.090620863,0.217906383,-2.604306187,0.046664573,0.08100385,-6.207463839,g1157.t1,None
0.053453852,7.994853584,0.270326027,0.79741119,0.838916476,-8.746960707,g5996.t1,None
-0.032998391,0.06737109,-0.985572115,0.368361316,0.448424633,-8.259084524,g7423.t1,None
0.990729441,0.613939999,21.12788392,3.34684542861618e-06,6.0212628196916e-05,4.90485949,g3277.t1,None
0.66336797,2.416729668,3.124272192,0.025110739,0.048402346,-5.522668361,g13936.t1,None
0.214472333,2.503074653,0.685480028,0.522679012,0.595773263,-8.521845472,g5855.t1,None
0.704709687,0.726066357,12.06163314,5.69841153055873e-05,0.000429375,1.569826325,g5087.t1,None
0.151680128,0.148421993,4.791846602,0.004553353,0.012196228,-3.574838503,g13356.t1,None
0.057602815,0.046243736,1.904409867,0.113531678,0.168491365,-7.151466098,g142.t1,None
0.458276087,1.110942167,8.643280339,0.000295307,0.001475384,-0.371811962,g5913.t1,None
0.005094387,0.459570055,0.110061032,0.91652247,0.935963153,-8.783055291,g4981.t1,None
0.08763885,3.344644064,0.32553905,0.757587172,0.805386802,-8.727656391,g360.t1,None
1.658244525,0.904143412,48.59808767,4.68607518609056e-08,5.48525565835349e-06,9.753787336,g11485.t1,Upregulated
-1.029967206,3.258120393,-3.171279978,0.023791249,0.046308326,-5.462281791,g11360.t1,Downregulated
0.056900867,0.180440319,1.606170217,0.16745668,0.232162263,-7.541922725,g9531.t2,None
0.066819597,0.073491746,2.68866267,0.04208651,0.074129136,-6.094570063,g12524.t1,None
0.118049843,0.096256758,4.313503054,0.00712603,0.017434486,-4.091841262,g1801.t1,None
0.080045977,0.113296014,2.289212601,0.069198206,0.111594699,-6.63270601,g5041.t1,None
-0.080275781,0.194705305,-1.028867896,0.349424441,0.429410034,-8.215593086,g1942.t1,None
2.619039564,1.352236216,101.0369759,1.08570525975535e-09,8.33894019842762e-07,13.41108342,g10992.t1,Upregulated
-0.146127815,0.741120005,-0.846714262,0.434731188,0.512697104,-8.389591643,g12001.t1,None
-0.152818346,0.520370258,-1.725996575,0.143237821,0.204112964,-7.387109259,g1976.t1,None
-0.207576882,0.190513738,-2.600207827,0.04690045,0.081339769,-6.212962254,g9160.t1,None
0.032347891,0.121105228,0.955375126,0.382059292,0.462606947,-8.288661006,g12258.t1,None
3.021851385,2.578255697,16.77819069,1.08072231758933e-05,0.000131201,3.529868957,g12793.t1,Upregulated
-0.794458559,0.930523347,-2.621197322,0.045705997,0.0795196,-6.184815144,g3516.t1,None
-0.03802168,0.194123796,-0.503344474,0.635512668,0.699527675,-8.642636839,g7018.t1,None
-0.06143787,0.038493765,-2.2971106,0.06850821,0.11069889,-6.622010287,g10750.t1,None
0.118169608,1.570510828,0.889772073,0.413223254,0.493648394,-8.350660727,g9853.t1,None
-0.006334472,0.057495769,-0.144694769,0.890445648,0.916866951,-8.777805005,g5367.t1,None
-0.01328287,0.067297187,-0.322399266,0.759830731,0.807416515,-8.728846589,g5360.t1,None
0.008953249,0.084449165,0.147495791,0.888342962,0.915192638,-8.777318445,g1606.t1,None
0.573962774,1.345112118,1.190821222,0.285708842,0.3637586,-8.042559233,g13883.t1,None
-0.234264541,0.655143169,-3.166104349,0.023932654,0.046520687,-5.468916402,g12284.t1,None
1.658592263,2.46302552,5.79549032,0.001953428,0.00629523,-2.590471629,g12461.t1,Upregulated
1.091543114,2.025420369,4.110718058,0.00869992,0.020447118,-4.321061198,g2920.t1,Upregulated
0.235113172,1.420486241,3.096990438,0.025913963,0.049651549,-5.55784468,g9535.t1,None
-1.804228118,0.986721666,-37.67352734,1.73310944309394e-07,1.03522411079123e-05,8.310454581,g5767.t1,Downregulated
0.077854643,0.133921217,2.341956785,0.064727233,0.105624006,-6.561290642,g11264.t1,None
0.19756982,0.745656184,2.082589391,0.090139714,0.1389669,-6.912240048,g3721.t1,None
0.571508841,0.794146511,4.068779469,0.009073296,0.021173474,-4.369228652,g4063.t1,None
0.31467916,0.577172544,1.676516509,0.152785885,0.215320634,-7.451437631,g2780.t1,None
-0.903414201,10.26123634,-11.77038693,6.43822688088898e-05,0.000469588,1.425720618,g10923.t1,None
1.376615517,0.78001016,28.52663534,7.21411551066033e-07,2.40909637096573e-05,6.686768813,g11389.t1,Upregulated
-0.024652913,0.122418637,-0.727715696,0.498520135,0.572855623,-8.489366618,g2726.t1,None
0.148575403,0.08482407,5.70411498,0.002099898,0.00665006,-2.674882412,g5113.t1,None
-0.218474645,0.16952743,-4.079654593,0.008974739,0.020994512,-4.35671314,g5193.t1,None
0.569189189,0.950885619,6.080519953,0.001567693,0.005313738,-2.333356359,g11365.t1,None
-1.708988191,2.59717696,-7.454124846,0.000602684,0.002558408,-1.211833307,g6251.t1,Downregulated
0.43526153,0.268998493,12.08027347,5.65460190637093e-05,0.000427191,1.578937259,g10601.t1,None
-0.024673823,0.062871298,-0.883586577,0.416261489,0.496454308,-8.356341346,g2027.t1,None
0.098260758,0.159046279,2.811145541,0.036292876,0.065609639,-5.931733007,g13174.t1,None
0.021765612,0.414477158,0.492551776,0.642613535,0.705301566,-8.648758416,g4943.t1,None
-0.010821653,0.046507135,-0.346443197,0.74271933,0.792156027,-8.719450761,g6161.t1,None
0.027669463,0.08399766,0.911287734,0.402789391,0.483439585,-8.330676237,g273.t1,None
0.138486504,0.281549506,2.173477481,0.080203682,0.1262245,-6.789408883,g4097.t1,None
-0.45443226,0.649139094,-8.05562124,0.000415317,0.00191624,-0.773623548,g13596.t1,None
0.005480935,0.161924477,0.177887407,0.865598803,0.896826795,-8.77144553,g11034.t1,None
2.349182302,3.240067607,19.29231732,5.3173510590699e-06,8.14643637653515e-05,4.362847404,g4316.t1,Upregulated
-0.669036617,6.649149082,-2.082980197,0.090094325,0.138915514,-6.911712694,g11937.t1,None
-0.161368995,4.892512227,-2.309261948,0.06746094,0.109205774,-6.605555498,g5135.t1,None
-1.148554236,0.703572254,-4.710732555,0.004901972,0.01292644,-3.660215014,g11737.t1,Downregulated
0.056965365,0.140659918,1.510849284,0.189556779,0.257867948,-7.662407555,g10802.t1,None
0.606587348,1.482168391,4.183171334,0.00809565,0.019274641,-4.238463625,g3694.t1,None
0.0929251,0.057400555,3.475582608,0.016917526,0.035061488,-5.078595396,g8027.t1,None
-0.235181548,4.564068132,-2.25365007,0.072398198,0.115927677,-6.680868308,g507.t1,None
0.924526204,5.517741783,10.8233863,9.77360429796752e-05,0.000641605,0.932889046,g11839.t1,None
6.692536793,10.18664814,16.74734142,1.09085200046857e-05,0.000132014,3.518894589,g8574.t1,Upregulated
0.999073068,0.943631265,17.96593264,7.63789228248172e-06,0.00010256,3.937863274,g5832.t1,None
0.078582026,0.111149672,2.173424301,0.080209146,0.1262245,-6.789480841,g4195.t1,None
-1.731056212,3.040366271,-6.398334507,0.001238316,0.004399212,-2.057238086,g3254.t1,Downregulated
0.103667461,0.191090114,3.490872149,0.0166366,0.034585035,-5.059660424,g9559.t1,None
0.811737998,1.7565307,5.131117267,0.003375082,0.009675123,-3.227516533,g11689.t1,None
-1.804502861,2.795013425,-4.582606224,0.00551763,0.014253054,-3.796960986,g2897.t1,Downregulated
3.563079619,7.208221624,27.41606411,8.84061012260937e-07,2.73520281612193e-05,6.452332173,g10347.t1,Upregulated
-0.447944627,0.692012542,-5.639832657,0.002210654,0.00692279,-2.734858783,g9784.t1,None
-3.349640284,6.438424803,-4.734464285,0.004796872,0.012707463,-3.635141025,g6757.t1,Downregulated
-0.011636406,0.465160655,-0.224329477,0.831131879,0.86812968,-8.760382355,g6240.t1,None
0.745357789,8.622170381,8.011489326,0.000426463,0.001952039,-0.804811666,g964.t1,None
-0.146365364,3.13363181,-0.523373234,0.622451513,0.687627182,-8.630958898,g4592.t1,None
0.022543829,0.086657954,0.520946354,0.624025983,0.689168266,-8.632395774,g7576.t1,None
0.253384434,0.168085726,6.388653124,0.00124707,0.004424852,-2.065490977,g3136.t1,None
0.641575853,0.457312482,11.51981452,7.16753914633992e-05,0.000507554,1.299030051,g9313.t1,None
-0.384990467,1.018861118,-2.65775195,0.04370435,0.076510837,-6.135873241,g6866.t1,None
1.863126747,1.173357369,8.66899025,0.000291072,0.001460655,-0.35478274,g13469.t1,Upregulated
-0.797242061,2.123022046,-5.708352251,0.002092828,0.006638843,-2.670946292,g10119.t1,None
2.279443676,1.544124738,50.25301908,3.94512880738087e-08,5.05795121369288e-06,9.939244591,g13641.t1,Upregulated
0.819658259,1.819180062,3.668633543,0.013730522,0.029790837,-4.842013083,g3835.t1,None
-0.108087589,0.280214612,-1.163365769,0.295741853,0.374216572,-8.072960719,g7605.t1,None
-0.165132603,0.397553551,-2.140066447,0.083715098,0.130812647,-6.834600111,g9745.t1,None
-1.46742456,1.524260342,-3.878427379,0.011016235,0.024812912,-4.591154021,g245.t1,Downregulated
2.744163845,2.711618431,17.74962372,8.1225180089515e-06,0.00010707,3.865595321,g6182.t1,Upregulated
-0.284803821,0.572571765,-1.623445578,0.163730084,0.227790641,-7.519815622,g11334.t1,None
-0.120621365,0.18999573,-4.049605436,0.009250101,0.021490303,-4.391337842,g13327.t1,None
0.07770692,1.173391362,0.37888315,0.719896715,0.77208683,-8.705754955,g10165.t1,None
0.589619474,6.482778829,5.317433429,0.002880548,0.008581692,-3.043281133,g4763.t1,None
-0.040312598,0.032913415,-1.429530848,0.210609415,0.281390592,-7.762921019,g4633.t1,None
-0.046375965,0.103058527,-1.170801269,0.292994544,0.371229532,-8.064767804,g12961.t1,None
-0.472085991,0.47484971,-3.945064455,0.010286402,0.023446085,-4.512847802,g3362.t1,None
1.054433008,7.084343398,6.547392972,0.001112241,0.004049979,-1.931391034,g12002.t1,Upregulated
1.759825736,2.132307617,14.42426938,2.32101431211306e-05,0.000226998,2.629605807,g1746.t1,Upregulated
0.136165477,8.029656059,1.268377951,0.258983481,0.334913985,-7.954564131,g1152.t1,None
-0.532964864,0.627235236,-3.236641896,0.022083795,0.043588759,-5.378798877,g8907.t1,None
0.029067513,0.056711615,1.139105381,0.304863159,0.383944956,-8.09947867,g1674.t1,None
0.575404493,1.457707602,6.735594038,0.000973969,0.003674229,-1.775689788,g12619.t1,None
-0.824689346,2.473563439,-2.424187726,0.058363525,0.096860583,-6.450065382,g6489.t2,None
0.153361463,0.152878807,3.483319132,0.016774712,0.034808843,-5.069010071,g5726.t1,None
0.027585453,0.059239929,1.111583401,0.315505866,0.39450218,-8.129155255,g12884.t1,None
-0.263871715,13.5742813,-3.936198655,0.01038024,0.023611203,-4.523227838,g10278.t1,None
1.647530623,3.584564025,7.453323075,0.000602993,0.002558778,-1.212437027,g1048.t1,Upregulated
0.031104872,0.039622561,1.279782133,0.255249729,0.331014423,-7.941375486,g1145.t1,None
-0.290395853,13.36753928,-4.045198338,0.009291296,0.021568611,-4.396427332,g10487.t1,None
0.135376253,0.295335515,2.843979206,0.03489334,0.063477999,-5.888326362,g3692.t1,None
0.500884871,0.517504637,7.448449351,0.000604878,0.002564889,-1.21610803,g4056.t1,None
-1.128618758,0.631191019,-10.65273373,0.000105751,0.00068141,0.839835477,g7765.t1,Downregulated
4.413399609,4.574252049,20.99448501,3.45668572037577e-06,6.18392487336168e-05,4.867105701,g852.t1,Upregulated
0.332778118,0.438688942,5.89666433,0.001804985,0.005907735,-2.498146112,g8733.t1,None
1.478046655,4.66462131,11.7619996,6.4611692516289e-05,0.000470836,1.4215211,g7422.t1,Upregulated
-0.303069079,3.90671436,-2.680896027,0.042486743,0.074706094,-6.104940562,g12582.t1,None
-1.013376223,1.550421692,-4.205650959,0.007918074,0.018973404,-4.212995006,g4027.t1,Downregulated
0.5652517,1.358135346,2.7752338,0.037894943,0.068022579,-5.979331767,g305.t1,None
0.143669643,0.237263969,1.723756513,0.143656916,0.204557079,-7.390032662,Mtet_Mt_nad2,None
0.118770505,0.327188672,2.58660344,0.047692807,0.082416204,-6.231222464,g3753.t1,None
-0.19360207,0.215741867,-1.969953732,0.104270113,0.156950088,-7.063797398,g9902.t1,None
0.053699938,0.066815974,1.964408238,0.105022616,0.157876508,-7.071232214,g13017.t1,None
-1.467356532,0.966600857,-5.748864911,0.002026618,0.006478543,-2.633420355,g1425.t1,Downregulated
-0.077173498,0.36337339,-0.66770598,0.533079141,0.605203791,-8.535030811,g5809.t1,None
-0.288320082,0.254828939,-4.426522658,0.006392274,0.015992485,-3.966715728,g2961.t1,None
0.115830174,0.069626307,4.29417015,0.007261044,0.017708402,-4.113432406,g6751.t1,None
-1.232814635,6.045435642,-7.247193924,0.000689161,0.002826421,-1.36947292,g5668.t1,Downregulated
0.355376925,0.205632998,8.751374492,0.000277976,0.001408959,-0.3005121,g11893.t1,None
0.07747193,0.093645995,2.599564661,0.046937585,0.08139192,-6.213825241,g12557.t1,None
-0.529093189,1.194120582,-10.37442279,0.000120563,0.00075163,0.685086114,g2993.t2,None
0.220157619,0.262766153,6.145308152,0.001492928,0.005106895,-2.276184185,g346.t1,None
-0.087485384,0.116220576,-1.806411968,0.128979527,0.18703249,-7.281534342,g11976.t1,None
0.066527592,0.08487666,2.340185033,0.064872292,0.105773234,-6.563688949,g3879.t1,None
1.298396029,1.122286987,13.43824989,3.3150443005497e-05,0.000288029,2.209172914,g10894.t1,Upregulated
0.134535346,0.176188668,1.843348121,0.122920003,0.179875695,-7.23267271,g1678.t1,None
-0.275798309,2.852773932,-1.600166497,0.168771185,0.233619226,-7.549587304,g6218.t1,None
-0.377238015,0.695342682,-2.941022755,0.031094089,0.057798483,-5.760699131,g8978.t1,None
0.037015652,0.028506221,1.557404733,0.178430118,0.24533875,-7.603892539,g6798.t1,None
0.837559264,0.483279935,12.57316187,4.6291227993078e-05,0.000369592,1.815143512,g8793.t1,None
1.144905904,3.189960658,4.558290532,0.005644329,0.014492603,-3.823176042,g8259.t1,Upregulated
-1.025812583,0.932542147,-3.059809998,0.027055232,0.051470167,-5.605934773,g3867.t1,None
-0.122409974,0.391995024,-1.448719794,0.205449477,0.275647307,-7.739409984,g8262.t1,None
-1.340400551,6.407863097,-8.666833036,0.000291425,0.001460687,-0.356209887,g9468.t1,Downregulated
2.367214744,1.321864367,39.6036655,1.34098928502313e-07,9.33800080138735e-06,8.597660329,g10046.t1,Upregulated
0.262845831,0.186393724,3.529852431,0.015943974,0.033477405,-5.011539022,g4086.t2,None
-0.581262987,0.578346556,-9.793420421,0.000160228,0.000922157,0.349379479,g6863.t1,None
0.592551112,0.427252779,16.00096937,1.37423701375321e-05,0.000156865,3.24711661,g3300.t1,None
-1.157655007,1.013697945,-7.69239719,0.000518474,0.002270369,-1.034784626,g2787.t1,Downregulated
0.082308593,0.257685137,1.716327626,0.145055594,0.206141051,-7.399720445,g12202.t1,None
1.260723908,2.043267494,11.07030808,8.73778353675533e-05,0.000590775,1.065152435,g6730.t1,Upregulated
0.107922722,0.156178109,3.547713799,0.01563756,0.032990355,-4.989562697,g5757.t2,None
0.017756326,0.047435522,0.62173499,0.56060804,0.630738792,-8.567770624,g8028.t1,None
-0.038836852,0.215302865,-0.771917211,0.474083618,0.549543955,-8.453694818,g6921.t1,None
0.021394234,0.036380353,0.827162783,0.444773978,0.522679617,-8.406788259,g5744.t1,None
0.0057491,0.074076157,0.189412685,0.8570104,0.890076338,-8.768934887,g6194.t1,None
0.257546063,0.251688158,5.669486857,0.002158733,0.006810177,-2.707129569,g6343.t1,None
0.05737604,1.16048929,0.205375385,0.845152265,0.880371332,-8.765201169,g5928.t1,None
-0.000555522,0.232743393,-0.010860089,0.991743337,0.993208883,-8.790207724,g11540.t1,None
0.125299005,1.025182519,0.684463045,0.523270374,0.596241518,-8.522607702,g13271.t1,None
0.449982995,0.499453552,4.967538976,0.003892258,0.010810682,-3.393032161,g9312.t1,None
1.533797298,2.235300671,5.078010989,0.003533695,0.010029982,-3.280860795,g3895.t1,Upregulated
0.726874489,4.553632053,9.675362307,0.000170081,0.000963373,0.278956502,g7420.t1,None
0.020327849,0.128091225,0.266745489,0.800019501,0.841199659,-8.748092821,Mtet_Mt_rps10,None
-0.050533497,0.207986102,-0.849026053,0.433555137,0.511805663,-8.387538174,g5371.t1,None
0.517242125,0.354749744,9.747461211,0.000163981,0.000938512,0.322056138,g4164.t1,None
-0.130066378,0.287820828,-1.25035455,0.264985409,0.341410971,-7.975280977,g9122.t1,None
3.362396218,2.663498023,24.81386397,1.47248500851189e-06,3.65614219462619e-05,5.861602216,g11474.t1,Upregulated
1.131821999,6.677956445,7.259014466,0.000683843,0.002810758,-1.360368174,g2925.t1,Upregulated
7.84343643,5.662222235,37.56912736,1.75797318549131e-07,1.03522411079123e-05,8.2944549,g9218.t1,Upregulated
-0.589741154,5.668859179,-1.74329828,0.14004183,0.200274791,-7.364495919,g4809.t1,None
0.230402987,0.124863728,5.564569346,0.002349117,0.007271829,-2.80571271,g11566.t1,None
-1.196278252,6.684873134,-19.92988416,4.50624346055659e-06,7.34320097723798e-05,4.556799928,g12301.t1,Downregulated
0.288301152,0.47846812,4.385868727,0.006645699,0.016465613,-4.011509357,g3874.t1,None
-0.439656328,2.704043885,-1.489394581,0.19490695,0.26389975,-7.689144688,g4735.t1,None
-0.096803165,0.272202036,-1.172001568,0.29255316,0.370792624,-8.063442398,g4565.t1,None
0.066795199,1.929119093,0.237119583,0.82171041,0.860004146,-8.756895146,g13836.t1,None
-0.03579346,1.844473294,-0.163112209,0.87663941,0.905514107,-8.774436337,g7880.t1,None
-0.411168463,0.214895631,-5.488685179,0.002499087,0.007649306,-2.877850723,g6945.t1,None
0.513803664,0.481713016,9.191441364,0.000218768,0.001175571,-0.018046861,g11811.t1,None
0.535743598,0.331671505,13.36614479,3.40589998914851e-05,0.000293241,2.177271896,g11682.t1,None
0.23526636,0.907360863,1.605251475,0.167657184,0.232338023,-7.543096246,g2987.t1,None
0.055769566,0.151388184,1.718446343,0.144655309,0.205699064,-7.396958644,g11777.t1,None
0.282517982,0.835080645,2.628474888,0.04529964,0.078943753,-6.175063348,g4012.t1,None
-0.008652175,0.559719396,-0.088369058,0.932917802,0.948728573,-8.785619884,g2904.t1,None
0.51886116,0.275425508,19.31191878,5.28994377770928e-06,8.11620161691671e-05,4.368905832,g4207.t1,None
-0.366063737,7.066210433,-4.067489645,0.009085067,0.021192358,-4.370714201,g9704.t2,None
0.16450685,0.287653271,1.679744474,0.152144105,0.214494889,-7.447257248,g7692.t1,None
-0.109752476,0.216053701,-2.690521425,0.041991338,0.073984127,-6.092088886,g2371.t1,None
-0.001332338,0.047043343,-0.050949724,0.961283251,0.970742917,-8.788728867,g4497.t1,None
1.51918072,1.999887346,7.091692471,0.000763862,0.003059962,-1.490401313,g2625.t1,Upregulated
0.04755929,0.17989132,1.40836877,0.216441983,0.288047601,-7.788691941,g4761.t1,None
-1.654673481,7.954865412,-3.573436841,0.015207937,0.032314762,-4.957995185,g2912.t1,Downregulated
0.301030876,1.185949747,2.126305935,0.085208077,0.132516502,-6.853201096,g8613.t1,None
0.252056619,3.690450736,0.726927755,0.498963637,0.57314932,-8.489987087,g5340.t1,None
0.110973195,0.131028977,3.610004702,0.014620038,0.031323817,-4.913285429,g2945.t1,None
0.321594324,1.629020287,2.011843153,0.098763312,0.149954514,-7.007546228,g4198.t1,None
-0.186950883,6.08146163,-1.246247809,0.266370439,0.342850388,-7.97997936,g3000.t1,None
0.074788214,0.132256902,3.056454167,0.027160971,0.051637218,-5.61028373,g4438.t1,None
0.133670673,0.191895567,3.688855533,0.01343811,0.029261098,-4.817547868,g5776.t1,None
-0.239481086,0.677412624,-1.277425868,0.256017141,0.331710918,-7.944105474,g2381.t1,None
3.046323511,2.074551633,20.27644627,4.12743449433434e-06,6.95207204813244e-05,4.659618578,g6915.t1,Upregulated
0.085885301,2.908441781,0.31554667,0.76473652,0.811357349,-8.731405703,g11319.t1,None
1.432924586,1.926727589,9.089655635,0.000231015,0.001215566,-0.082295291,g4424.t1,Upregulated
0.017250288,0.08303171,0.62377126,0.559369658,0.629591425,-8.566362671,g8777.t1,None
0.079286255,0.087267112,2.750689451,0.039034672,0.069648205,-6.011934822,g16.t1,None
0.305255083,2.327685135,2.514656109,0.052132985,0.088718481,-6.327990894,g3605.t1,None
0.366475825,4.405471234,1.254594115,0.263562402,0.339805554,-7.970421983,g9658.t1,None
0.072218812,0.231210622,1.125587334,0.310051091,0.389117496,-8.114109876,g9.t1,None
0.009160481,0.060206862,0.284960706,0.786781543,0.829475673,-8.742181097,g567.t1,None
-0.732024108,2.493839152,-2.510502902,0.052402666,0.089019628,-6.333586278,g10080.t1,None
0.562584901,0.682497062,7.460292435,0.000600309,0.002549268,-1.207191024,g12952.t1,None
0.050541026,0.107948534,1.398387349,0.219245512,0.291206772,-7.800788136,g10679.t1,None
-0.277717465,1.197069994,-0.942694397,0.387932633,0.468684131,-8.300889727,g11712.t1,None
0.41225968,0.95760836,1.607541328,0.167157889,0.231859624,-7.540170972,g9508.t1,None
-0.640453149,10.31277863,-4.037512775,0.009363639,0.021697202,-4.405309859,g2484.t1,None
0.990279541,7.974179691,6.31248273,0.001318534,0.004620081,-2.13076419,g10468.t1,None
-0.136788699,0.685182836,-1.09422058,0.322383459,0.401616728,-8.147648412,g775.t1,None
0.204905712,0.475415564,2.709504515,0.041032772,0.072606139,-6.0667659,g10262.t1,None
1.406727131,6.208670371,8.482450814,0.00032352,0.001574017,-0.47935764,g11696.t1,Upregulated
0.14583326,0.306108798,5.04467208,0.003637698,0.010254444,-3.314540365,g4667.t1,None
0.500584935,0.415073079,4.204460964,0.007927361,0.018983814,-4.214341351,g5786.t1,None
0.002725514,0.044659681,0.083773826,0.936396115,0.95142602,-8.786091428,g11037.t1,None
2.301199674,4.927019806,14.671041,2.1306853546624e-05,0.000214765,2.730473493,g7920.t1,Upregulated
-0.202845829,1.575654577,-0.821429434,0.447751712,0.525417344,-8.411772848,g2519.t1,None
0.620815058,1.896918074,8.382232607,0.000342714,0.001649293,-0.547277005,g4699.t1,None
1.758434569,3.744524649,6.877337177,0.000883069,0.003403062,-1.660703373,g5379.t1,Upregulated
-1.654929161,3.126823778,-7.970900605,0.000437028,0.001990118,-0.833626075,g2435.t1,Downregulated
1.081551103,5.650095731,19.11552352,5.57235302701536e-06,8.35925510732344e-05,4.307922761,g9235.t1,Upregulated
0.004123452,0.10934835,0.134133692,0.898382651,0.922730366,-8.779556294,g6818.t1,None
0.142385089,0.596946509,1.645784011,0.159032123,0.222220629,-7.491117032,g11056.t1,None
0.412972786,0.585873175,4.973188675,0.003872925,0.01076477,-3.387255751,g10079.t1,None
0.250306593,3.338595301,2.632850659,0.045057212,0.078568812,-6.169201802,g2163.t1,None
-0.58235452,1.276014123,-3.088411204,0.026172455,0.050063564,-5.568925948,g4924.t1,None
-2.649617686,5.722234089,-5.427787566,0.002627563,0.007986291,-2.936256737,g3289.t1,Downregulated
0.372769996,0.317138048,8.175038101,0.000386839,0.001810959,-0.689961817,g4567.t1,None
-0.479327204,2.01731058,-5.588585867,0.002303861,0.007156318,-2.783028614,g5032.t1,None
-0.94145997,2.441203897,-3.544121919,0.015698639,0.033082864,-4.993978356,g1196.t1,None
-0.044955181,0.57358078,-0.29579362,0.778946595,0.823098572,-8.738485957,g13558.t1,None
0.529007648,1.970687298,1.397861567,0.219394133,0.291303423,-7.801424248,g8678.t1,None
0.034312646,0.066371713,0.763746424,0.478535017,0.553635944,-8.460415595,g5792.t1,None
0.070688257,0.778837824,1.202585306,0.281502784,0.359356629,-8.029409298,g6460.t1,None
-0.022640705,0.122026036,-0.640567698,0.549221495,0.620358224,-8.554598628,g2001.t1,None
0.235321878,0.60069062,4.48829679,0.00602823,0.015250601,-3.899110783,g14038.t1,None
0.453900181,0.280682844,13.0297074,3.87106893629781e-05,0.00032271,2.026208766,g11606.t1,None
0.672301625,7.782506743,6.278092936,0.001352367,0.00471997,-2.160434372,g3164.t1,None
0.002888214,0.017522199,0.116499067,0.911664998,0.932556316,-8.782186719,g11108.t1,None
-0.531899863,0.455015754,-4.79844762,0.00452627,0.012137475,-3.567930956,g13949.t1,None
0.577036121,0.469530984,6.489052165,0.001159703,0.004180706,-1.980376407,g2501.t2,None
-0.11577059,0.220154737,-0.802809306,0.457524816,0.534111197,-8.427776641,g4263.t2,None
0.072902341,0.05003537,3.024299884,0.028197813,0.053310836,-5.652023592,g14039.t1,None
0.495517603,11.09654393,3.959943251,0.010131095,0.023163394,-4.495454192,g11239.t1,None
-0.050773132,0.493400057,-0.540525536,0.611388686,0.676898814,-8.620632968,g595.t1,None
0.679628495,0.372479078,6.839905769,0.000906067,0.003470344,-1.690882219,g12631.t1,None
-0.078727743,0.161545974,-2.305291122,0.067801273,0.109710459,-6.610932456,g5495.t1,None
0.427719095,2.496462077,3.865461189,0.011165028,0.025079409,-4.606467944,g308.t1,None
0.026893022,0.030249696,1.104295324,0.318377259,0.397445487,-8.136939681,g911.t1,None
-0.205065858,0.710595758,-1.844830743,0.122682906,0.179551545,-7.230707059,g12640.t1,None
-0.038630662,0.062499881,-1.54819461,0.18057989,0.247850955,-7.615520645,g9004.t1,None
